From_Epoch,To_Epoch,DataPoint,Previous_Prediction_kW,Current_Prediction_kW,Prediction_Difference_kW,Mean_Difference_kW,Std_Difference_kW,Trained_On
50,100,35,0.7201199,0.74231285,0.022192955,0.017702414,0.042920474,95-5
50,100,36,0.7528119,0.80067277,0.04786086,0.017702414,0.042920474,95-5
50,100,37,0.7528119,0.80067277,0.04786086,0.017702414,0.042920474,95-5
50,100,38,0.8120597,0.84860706,0.036547363,0.017702414,0.042920474,95-5
50,100,39,0.81205964,0.8486073,0.03654766,0.017702414,0.042920474,95-5
100,150,1,0.87069154,0.9496258,0.07893425,0.046282493,0.07125905,80-20
100,150,2,0.7565444,0.98086387,0.22431946,0.046282493,0.07125905,80-20
100,150,3,0.7565444,0.98086387,0.22431946,0.046282493,0.07125905,80-20
100,150,4,0.7245563,0.88640726,0.16185093,0.046282493,0.07125905,80-20
100,150,5,0.7245563,0.88640726,0.16185093,0.046282493,0.07125905,80-20
100,150,6,0.6652192,0.716932,0.05171281,0.046282493,0.07125905,80-20
100,150,7,0.6652192,0.716932,0.05171281,0.046282493,0.07125905,80-20
100,150,8,0.70134056,0.70507437,0.0037338138,0.046282493,0.07125905,80-20
100,150,9,0.70134056,0.70507437,0.0037338138,0.046282493,0.07125905,80-20
100,150,10,1.0406818,1.0894694,0.048787594,0.046282493,0.07125905,80-20
100,150,11,1.0406818,1.0894694,0.048787594,0.046282493,0.07125905,80-20
100,150,12,0.92428493,1.0626549,0.13836992,0.046282493,0.07125905,80-20
100,150,13,0.92428493,1.0626549,0.13836992,0.046282493,0.07125905,80-20
100,150,14,0.7968568,0.9769353,0.1800785,0.046282493,0.07125905,80-20
100,150,15,0.7968568,0.9769353,0.1800785,0.046282493,0.07125905,80-20
100,150,16,0.703852,0.7284696,0.024617612,0.046282493,0.07125905,80-20
100,150,17,0.703852,0.7284696,0.024617612,0.046282493,0.07125905,80-20
100,150,18,0.75198346,0.7743521,0.02236861,0.046282493,0.07125905,80-20
100,150,19,0.75198346,0.7743521,0.02236861,0.046282493,0.07125905,80-20
100,150,20,0.70919955,0.71474516,0.005545616,0.046282493,0.07125905,80-20
100,150,21,0.70919955,0.71474516,0.005545616,0.046282493,0.07125905,80-20
100,150,22,0.84031457,0.8268026,-0.013511956,0.046282493,0.07125905,80-20
100,150,23,0.84031457,0.8268026,-0.013511956,0.046282493,0.07125905,80-20
100,150,24,0.84513277,0.8421099,-0.0030228496,0.046282493,0.07125905,80-20
100,150,25,0.84513277,0.8421099,-0.0030228496,0.046282493,0.07125905,80-20
100,150,26,0.7439898,0.74500304,0.0010132194,0.046282493,0.07125905,80-20
100,150,27,0.7439898,0.74500304,0.0010132194,0.046282493,0.07125905,80-20
100,150,28,0.97526443,0.9358159,-0.03944856,0.046282493,0.07125905,80-20
100,150,29,0.97526443,0.9358159,-0.03944856,0.046282493,0.07125905,80-20
100,150,30,0.7946422,0.80196404,0.0073218346,0.046282493,0.07125905,80-20
100,150,31,0.7946424,0.80196404,0.0073216558,0.046282493,0.07125905,80-20
100,150,32,0.79439807,0.81855214,0.024154067,0.046282493,0.07125905,80-20
100,150,33,0.7943981,0.8185521,0.024153948,0.046282493,0.07125905,80-20
100,150,34,0.74231285,0.7735,0.031187177,0.046282493,0.07125905,80-20
100,150,35,0.74231285,0.7735,0.031187177,0.046282493,0.07125905,80-20
100,150,36,0.80067277,0.7984891,-0.0021836758,0.046282493,0.07125905,80-20
100,150,37,0.80067277,0.7984891,-0.0021836758,0.046282493,0.07125905,80-20
100,150,38,0.84860706,0.8447547,-0.0038523674,0.046282493,0.07125905,80-20
100,150,39,0.8486073,0.84475476,-0.0038525462,0.046282493,0.07125905,80-20
150,200,1,0.9496258,0.92848027,-0.021145523,-0.06433948,0.060754392,95-5
150,200,2,0.98086387,0.7761317,-0.20473218,-0.06433948,0.060754392,95-5
150,200,3,0.98086387,0.7761317,-0.20473218,-0.06433948,0.060754392,95-5
150,200,4,0.88640726,0.7398551,-0.14655215,-0.06433948,0.060754392,95-5
150,200,5,0.88640726,0.7398551,-0.14655215,-0.06433948,0.060754392,95-5
150,200,6,0.716932,0.6593665,-0.05756551,-0.06433948,0.060754392,95-5
150,200,7,0.716932,0.6593665,-0.05756551,-0.06433948,0.060754392,95-5
150,200,8,0.70507437,0.6881457,-0.016928673,-0.06433948,0.060754392,95-5
150,200,9,0.70507437,0.6881457,-0.016928673,-0.06433948,0.060754392,95-5
150,200,10,1.0894694,0.9853625,-0.1041069,-0.06433948,0.060754392,95-5
150,200,11,1.0894694,0.9853625,-0.1041069,-0.06433948,0.060754392,95-5
150,200,12,1.0626549,0.9046545,-0.15800035,-0.06433948,0.060754392,95-5
150,200,13,1.0626549,0.9046545,-0.15800035,-0.06433948,0.060754392,95-5
150,200,14,0.9769353,0.7905599,-0.18637544,-0.06433948,0.060754392,95-5
150,200,15,0.9769353,0.7905599,-0.18637544,-0.06433948,0.060754392,95-5
150,200,16,0.7284696,0.69122595,-0.037243664,-0.06433948,0.060754392,95-5
150,200,17,0.7284696,0.69122595,-0.037243664,-0.06433948,0.060754392,95-5
150,200,18,0.7743521,0.7311846,-0.043167472,-0.06433948,0.060754392,95-5
150,200,19,0.7743521,0.7311846,-0.043167472,-0.06433948,0.060754392,95-5
150,200,20,0.71474516,0.6923454,-0.022399783,-0.06433948,0.060754392,95-5
150,200,21,0.71474516,0.6923454,-0.022399783,-0.06433948,0.060754392,95-5
150,200,22,0.8268026,0.77164584,-0.055156767,-0.06433948,0.060754392,95-5
150,200,23,0.8268026,0.77164584,-0.055156767,-0.06433948,0.060754392,95-5
150,200,24,0.8421099,0.7776934,-0.06441653,-0.06433948,0.060754392,95-5
150,200,25,0.8421099,0.7776934,-0.06441653,-0.06433948,0.060754392,95-5
150,200,26,0.74500304,0.7106249,-0.03437817,-0.06433948,0.060754392,95-5
150,200,27,0.74500304,0.7106249,-0.03437817,-0.06433948,0.060754392,95-5
150,200,28,0.9358159,0.9196953,-0.016120553,-0.06433948,0.060754392,95-5
150,200,29,0.9358159,0.9196953,-0.016120553,-0.06433948,0.060754392,95-5
150,200,30,0.80196404,0.7870244,-0.014939666,-0.06433948,0.060754392,95-5
150,200,31,0.80196404,0.78702426,-0.014939785,-0.06433948,0.060754392,95-5
150,200,32,0.81855214,0.79992723,-0.018624902,-0.06433948,0.060754392,95-5
150,200,33,0.8185521,0.799927,-0.01862508,-0.06433948,0.060754392,95-5
150,200,34,0.7735,0.7683345,-0.0051655173,-0.06433948,0.060754392,95-5
150,200,35,0.7735,0.7683345,-0.0051655173,-0.06433948,0.060754392,95-5
150,200,36,0.7984891,0.757816,-0.040673077,-0.06433948,0.060754392,95-5
150,200,37,0.7984891,0.757816,-0.040673077,-0.06433948,0.060754392,95-5
150,200,38,0.8447547,0.827255,-0.017499685,-0.06433948,0.060754392,95-5
150,200,39,0.84475476,0.827255,-0.017499745,-0.06433948,0.060754392,95-5
200,250,1,0.92848027,1.1592678,0.23078752,0.19858144,0.10809546,80-20
200,250,2,0.7761317,1.1811502,0.4050185,0.19858144,0.10809546,80-20
200,250,3,0.7761317,1.1811502,0.4050185,0.19858144,0.10809546,80-20
200,250,4,0.7398551,0.97892433,0.23906922,0.19858144,0.10809546,80-20
200,250,5,0.7398551,0.97892433,0.23906922,0.19858144,0.10809546,80-20
200,250,6,0.6593665,0.71524704,0.055880547,0.19858144,0.10809546,80-20
200,250,7,0.6593665,0.71524704,0.055880547,0.19858144,0.10809546,80-20
200,250,8,0.6881457,0.7789038,0.090758085,0.19858144,0.10809546,80-20
200,250,9,0.6881457,0.7789038,0.090758085,0.19858144,0.10809546,80-20
200,250,10,0.9853625,1.3056796,0.32031703,0.19858144,0.10809546,80-20
200,250,11,0.9853625,1.3056796,0.32031703,0.19858144,0.10809546,80-20
200,250,12,0.9046545,1.2618924,0.35723794,0.19858144,0.10809546,80-20
200,250,13,0.9046545,1.2618924,0.35723794,0.19858144,0.10809546,80-20
200,250,14,0.7905599,1.2153319,0.42477202,0.19858144,0.10809546,80-20
200,250,15,0.7905599,1.2153319,0.42477202,0.19858144,0.10809546,80-20
200,250,16,0.69122595,0.7747484,0.08352244,0.19858144,0.10809546,80-20
200,250,17,0.69122595,0.7747484,0.08352244,0.19858144,0.10809546,80-20
200,250,18,0.7311846,0.87700343,0.14581883,0.19858144,0.10809546,80-20
200,250,19,0.7311846,0.87700343,0.14581883,0.19858144,0.10809546,80-20
200,250,20,0.6923454,0.784262,0.09191662,0.19858144,0.10809546,80-20
200,250,21,0.6923454,0.784262,0.09191662,0.19858144,0.10809546,80-20
200,250,22,0.77164584,0.9422597,0.17061388,0.19858144,0.10809546,80-20
200,250,23,0.77164584,0.9422597,0.17061388,0.19858144,0.10809546,80-20
200,250,24,0.7776934,0.990389,0.2126956,0.19858144,0.10809546,80-20
200,250,25,0.7776934,0.990389,0.2126956,0.19858144,0.10809546,80-20
200,250,26,0.7106249,0.8289072,0.11828232,0.19858144,0.10809546,80-20
200,250,27,0.7106249,0.8289072,0.11828232,0.19858144,0.10809546,80-20
200,250,28,0.9196953,1.2048827,0.28518742,0.19858144,0.10809546,80-20
200,250,29,0.9196953,1.2048827,0.28518742,0.19858144,0.10809546,80-20
200,250,30,0.7870244,0.93512124,0.14809686,0.19858144,0.10809546,80-20
200,250,31,0.78702426,0.93512106,0.1480968,0.19858144,0.10809546,80-20
200,250,32,0.79992723,0.9480489,0.14812165,0.19858144,0.10809546,80-20
200,250,33,0.799927,0.94804883,0.14812183,0.19858144,0.10809546,80-20
200,250,34,0.7683345,0.86615324,0.09781873,0.19858144,0.10809546,80-20
200,250,35,0.7683345,0.86615324,0.09781873,0.19858144,0.10809546,80-20
200,250,36,0.757816,0.9093081,0.15149206,0.19858144,0.10809546,80-20
200,250,37,0.757816,0.9093081,0.15149206,0.19858144,0.10809546,80-20
200,250,38,0.827255,1.0375793,0.21032429,0.19858144,0.10809546,80-20
200,250,39,0.827255,1.0375793,0.21032429,0.19858144,0.10809546,80-20
250,300,1,1.1592678,1.0141034,-0.14516437,-0.07622312,0.048332542,95-5
250,300,2,1.1811502,1.0052799,-0.1758703,-0.07622312,0.048332542,95-5
250,300,3,1.1811502,1.0052799,-0.1758703,-0.07622312,0.048332542,95-5
250,300,4,0.97892433,0.8871928,-0.09173155,-0.07622312,0.048332542,95-5
250,300,5,0.97892433,0.8871928,-0.09173155,-0.07622312,0.048332542,95-5
250,300,6,0.71524704,0.70269084,-0.012556195,-0.07622312,0.048332542,95-5
250,300,7,0.71524704,0.70269084,-0.012556195,-0.07622312,0.048332542,95-5
250,300,8,0.7789038,0.73415315,-0.04475063,-0.07622312,0.048332542,95-5
250,300,9,0.7789038,0.73415315,-0.04475063,-0.07622312,0.048332542,95-5
250,300,10,1.3056796,1.2028205,-0.10285902,-0.07622312,0.048332542,95-5
250,300,11,1.3056796,1.2028205,-0.10285902,-0.07622312,0.048332542,95-5
250,300,12,1.2618924,1.1011226,-0.16076982,-0.07622312,0.048332542,95-5
250,300,13,1.2618924,1.1011226,-0.16076982,-0.07622312,0.048332542,95-5
250,300,14,1.2153319,1.0424607,-0.17287123,-0.07622312,0.048332542,95-5
250,300,15,1.2153319,1.0424607,-0.17287123,-0.07622312,0.048332542,95-5
250,300,16,0.7747484,0.7354305,-0.039317906,-0.07622312,0.048332542,95-5
250,300,17,0.7747484,0.7354305,-0.039317906,-0.07622312,0.048332542,95-5
250,300,18,0.87700343,0.8058507,-0.07115275,-0.07622312,0.048332542,95-5
250,300,19,0.87700343,0.8058507,-0.07115275,-0.07622312,0.048332542,95-5
250,300,20,0.784262,0.7420141,-0.04224789,-0.07622312,0.048332542,95-5
250,300,21,0.784262,0.7420141,-0.04224789,-0.07622312,0.048332542,95-5
250,300,22,0.9422597,0.8750213,-0.06723845,-0.07622312,0.048332542,95-5
250,300,23,0.9422597,0.8750213,-0.06723845,-0.07622312,0.048332542,95-5
250,300,24,0.990389,0.895596,-0.09479296,-0.07622312,0.048332542,95-5
250,300,25,0.990389,0.895596,-0.09479296,-0.07622312,0.048332542,95-5
250,300,26,0.8289072,0.7699362,-0.058970988,-0.07622312,0.048332542,95-5
250,300,27,0.8289072,0.7699362,-0.058970988,-0.07622312,0.048332542,95-5
250,300,28,1.2048827,1.137258,-0.06762469,-0.07622312,0.048332542,95-5
250,300,29,1.2048827,1.137258,-0.06762469,-0.07622312,0.048332542,95-5
250,300,30,0.93512124,0.8971801,-0.037941158,-0.07622312,0.048332542,95-5
250,300,31,0.93512106,0.8971801,-0.03794098,-0.07622312,0.048332542,95-5
250,300,32,0.9480489,0.89924157,-0.048807323,-0.07622312,0.048332542,95-5
250,300,33,0.94804883,0.89924145,-0.048807383,-0.07622312,0.048332542,95-5
250,300,34,0.86615324,0.85706365,-0.009089589,-0.07622312,0.048332542,95-5
250,300,35,0.86615324,0.85706365,-0.009089589,-0.07622312,0.048332542,95-5
250,300,36,0.9093081,0.85344625,-0.05586183,-0.07622312,0.048332542,95-5
250,300,37,0.9093081,0.85344625,-0.05586183,-0.07622312,0.048332542,95-5
250,300,38,1.0375793,0.9782649,-0.05931437,-0.07622312,0.048332542,95-5
250,300,39,1.0375793,0.9782649,-0.05931437,-0.07622312,0.048332542,95-5
300,350,1,1.0141034,0.94779474,-0.06630868,-0.02670469,0.057657123,80-20
300,350,2,1.0052799,0.90365076,-0.10162914,-0.02670469,0.057657123,80-20
300,350,3,1.0052799,0.90365076,-0.10162914,-0.02670469,0.057657123,80-20
300,350,4,0.8871928,0.83231634,-0.054876447,-0.02670469,0.057657123,80-20
300,350,5,0.8871928,0.83231634,-0.054876447,-0.02670469,0.057657123,80-20
300,350,6,0.70269084,0.6701334,-0.032557428,-0.02670469,0.057657123,80-20
300,350,7,0.70269084,0.6701334,-0.032557428,-0.02670469,0.057657123,80-20
300,350,8,0.73415315,0.7396419,0.0054887533,-0.02670469,0.057657123,80-20
300,350,9,0.73415315,0.7396419,0.0054887533,-0.02670469,0.057657123,80-20
300,350,10,1.2028205,1.1622373,-0.040583253,-0.02670469,0.057657123,80-20
300,350,11,1.2028205,1.1622373,-0.040583253,-0.02670469,0.057657123,80-20
300,350,12,1.1011226,0.9268874,-0.17423522,-0.02670469,0.057657123,80-20
300,350,13,1.1011226,0.9268874,-0.17423522,-0.02670469,0.057657123,80-20
300,350,14,1.0424607,0.92625237,-0.116208315,-0.02670469,0.057657123,80-20
300,350,15,1.0424607,0.92625237,-0.116208315,-0.02670469,0.057657123,80-20
300,350,16,0.7354305,0.7726871,0.0372566,-0.02670469,0.057657123,80-20
300,350,17,0.7354305,0.7726871,0.0372566,-0.02670469,0.057657123,80-20
300,350,18,0.8058507,0.82565683,0.019806147,-0.02670469,0.057657123,80-20
300,350,19,0.8058507,0.82565683,0.019806147,-0.02670469,0.057657123,80-20
300,350,20,0.7420141,0.7863723,0.044358194,-0.02670469,0.057657123,80-20
300,350,21,0.7420141,0.7863723,0.044358194,-0.02670469,0.057657123,80-20
300,350,22,0.8750213,0.89144355,0.016422272,-0.02670469,0.057657123,80-20
300,350,23,0.8750213,0.89144355,0.016422272,-0.02670469,0.057657123,80-20
300,350,24,0.895596,0.9212217,0.025625646,-0.02670469,0.057657123,80-20
300,350,25,0.895596,0.9212217,0.025625646,-0.02670469,0.057657123,80-20
300,350,26,0.7699362,0.82610583,0.05616963,-0.02670469,0.057657123,80-20
300,350,27,0.7699362,0.82610583,0.05616963,-0.02670469,0.057657123,80-20
300,350,28,1.137258,1.1016424,-0.035615683,-0.02670469,0.057657123,80-20
300,350,29,1.137258,1.1016424,-0.035615683,-0.02670469,0.057657123,80-20
300,350,30,0.8971801,0.86814255,-0.029037535,-0.02670469,0.057657123,80-20
300,350,31,0.8971801,0.8681426,-0.029037476,-0.02670469,0.057657123,80-20
300,350,32,0.89924157,0.85586816,-0.043373406,-0.02670469,0.057657123,80-20
300,350,33,0.89924145,0.8558683,-0.043373168,-0.02670469,0.057657123,80-20
300,350,34,0.85706365,0.82106763,-0.03599602,-0.02670469,0.057657123,80-20
300,350,35,0.85706365,0.82106763,-0.03599602,-0.02670469,0.057657123,80-20
300,350,36,0.85344625,0.87829995,0.024853706,-0.02670469,0.057657123,80-20
300,350,37,0.85344625,0.87829995,0.024853706,-0.02670469,0.057657123,80-20
300,350,38,0.9782649,0.9248091,-0.05345583,-0.02670469,0.057657123,80-20
300,350,39,0.9782649,0.9248092,-0.05345571,-0.02670469,0.057657123,80-20
350,400,1,0.94779474,0.91385925,-0.033935487,0.027789678,0.05491212,95-5
350,400,2,0.90365076,1.0314618,0.12781107,0.027789678,0.05491212,95-5
350,400,3,0.90365076,1.0314618,0.12781107,0.027789678,0.05491212,95-5
350,400,4,0.83231634,0.9141429,0.08182657,0.027789678,0.05491212,95-5
350,400,5,0.83231634,0.9141429,0.08182657,0.027789678,0.05491212,95-5
350,400,6,0.6701334,0.72767186,0.05753845,0.027789678,0.05491212,95-5
350,400,7,0.6701334,0.72767186,0.05753845,0.027789678,0.05491212,95-5
350,400,8,0.7396419,0.7474067,0.0077648163,0.027789678,0.05491212,95-5
350,400,9,0.7396419,0.7474067,0.0077648163,0.027789678,0.05491212,95-5
350,400,10,1.1622373,1.1591504,-0.0030869246,0.027789678,0.05491212,95-5
350,400,11,1.1622373,1.1591504,-0.0030869246,0.027789678,0.05491212,95-5
350,400,12,0.9268874,0.9939989,0.06711149,0.027789678,0.05491212,95-5
350,400,13,0.9268874,0.9939989,0.06711149,0.027789678,0.05491212,95-5
350,400,14,0.92625237,1.1222922,0.1960398,0.027789678,0.05491212,95-5
350,400,15,0.92625237,1.1222922,0.1960398,0.027789678,0.05491212,95-5
350,400,16,0.7726871,0.77632797,0.0036408901,0.027789678,0.05491212,95-5
350,400,17,0.7726871,0.77632797,0.0036408901,0.027789678,0.05491212,95-5
350,400,18,0.82565683,0.8390482,0.013391376,0.027789678,0.05491212,95-5
350,400,19,0.82565683,0.8390482,0.013391376,0.027789678,0.05491212,95-5
350,400,20,0.7863723,0.7713473,-0.01502502,0.027789678,0.05491212,95-5
350,400,21,0.7863723,0.7713473,-0.01502502,0.027789678,0.05491212,95-5
350,400,22,0.89144355,0.8836561,-0.007787466,0.027789678,0.05491212,95-5
350,400,23,0.89144355,0.8836561,-0.007787466,0.027789678,0.05491212,95-5
350,400,24,0.9212217,0.90434813,-0.016873538,0.027789678,0.05491212,95-5
350,400,25,0.9212217,0.90434813,-0.016873538,0.027789678,0.05491212,95-5
350,400,26,0.82610583,0.79958427,-0.026521564,0.027789678,0.05491212,95-5
350,400,27,0.82610583,0.79958427,-0.026521564,0.027789678,0.05491212,95-5
350,400,28,1.1016424,1.0891697,-0.01247263,0.027789678,0.05491212,95-5
350,400,29,1.1016424,1.0891697,-0.01247263,0.027789678,0.05491212,95-5
350,400,30,0.86814255,0.8797976,0.011655033,0.027789678,0.05491212,95-5
350,400,31,0.8681426,0.8797977,0.011655092,0.027789678,0.05491212,95-5
350,400,32,0.85586816,0.8813901,0.025521934,0.027789678,0.05491212,95-5
350,400,33,0.8558683,0.88139,0.025521696,0.027789678,0.05491212,95-5
350,400,34,0.82106763,0.8548134,0.033745766,0.027789678,0.05491212,95-5
350,400,35,0.82106763,0.8548134,0.033745766,0.027789678,0.05491212,95-5
350,400,36,0.87829995,0.8737568,-0.0045431256,0.027789678,0.05491212,95-5
350,400,37,0.87829995,0.8737568,-0.0045431256,0.027789678,0.05491212,95-5
350,400,38,0.9248091,0.9439388,0.019129694,0.027789678,0.05491212,95-5
350,400,39,0.9248092,0.9439388,0.019129574,0.027789678,0.05491212,95-5
400,450,1,0.91385925,0.8744506,-0.039408624,-0.08004658,0.060529917,80-20
400,450,2,1.0314618,0.94897515,-0.08248669,-0.08004658,0.060529917,80-20
400,450,3,1.0314618,0.94897515,-0.08248669,-0.08004658,0.060529917,80-20
400,450,4,0.9141429,0.78856814,-0.12557477,-0.08004658,0.060529917,80-20
400,450,5,0.9141429,0.78856814,-0.12557477,-0.08004658,0.060529917,80-20
400,450,6,0.72767186,0.5864645,-0.14120734,-0.08004658,0.060529917,80-20
400,450,7,0.72767186,0.5864645,-0.14120734,-0.08004658,0.060529917,80-20
400,450,8,0.7474067,0.61982787,-0.12757885,-0.08004658,0.060529917,80-20
400,450,9,0.7474067,0.61982787,-0.12757885,-0.08004658,0.060529917,80-20
400,450,10,1.1591504,1.2615192,0.10236883,-0.08004658,0.060529917,80-20
400,450,11,1.1591504,1.2615192,0.10236883,-0.08004658,0.060529917,80-20
400,450,12,0.9939989,0.8999704,-0.09402847,-0.08004658,0.060529917,80-20
400,450,13,0.9939989,0.8999704,-0.09402847,-0.08004658,0.060529917,80-20
400,450,14,1.1222922,0.97174907,-0.1505431,-0.08004658,0.060529917,80-20
400,450,15,1.1222922,0.97174907,-0.1505431,-0.08004658,0.060529917,80-20
400,450,16,0.77632797,0.6199221,-0.15640587,-0.08004658,0.060529917,80-20
400,450,17,0.77632797,0.6199221,-0.15640587,-0.08004658,0.060529917,80-20
400,450,18,0.8390482,0.7853855,-0.053662717,-0.08004658,0.060529917,80-20
400,450,19,0.8390482,0.7853855,-0.053662717,-0.08004658,0.060529917,80-20
400,450,20,0.7713473,0.6599661,-0.11138117,-0.08004658,0.060529917,80-20
400,450,21,0.7713473,0.6599661,-0.11138117,-0.08004658,0.060529917,80-20
400,450,22,0.8836561,0.79553705,-0.08811903,-0.08004658,0.060529917,80-20
400,450,23,0.8836561,0.79553705,-0.08811903,-0.08004658,0.060529917,80-20
400,450,24,0.90434813,0.8736107,-0.03073746,-0.08004658,0.060529917,80-20
400,450,25,0.90434813,0.8736107,-0.03073746,-0.08004658,0.060529917,80-20
400,450,26,0.79958427,0.7239282,-0.07565606,-0.08004658,0.060529917,80-20
400,450,27,0.79958427,0.7239282,-0.07565606,-0.08004658,0.060529917,80-20
400,450,28,1.0891697,1.1218071,0.032637358,-0.08004658,0.060529917,80-20
400,450,29,1.0891697,1.1218071,0.032637358,-0.08004658,0.060529917,80-20
400,450,30,0.8797976,0.78563935,-0.09415823,-0.08004658,0.060529917,80-20
400,450,31,0.8797977,0.7856395,-0.09415817,-0.08004658,0.060529917,80-20
400,450,32,0.8813901,0.7915859,-0.08980417,-0.08004658,0.060529917,80-20
400,450,33,0.88139,0.7915859,-0.08980405,-0.08004658,0.060529917,80-20
400,450,34,0.8548134,0.77447885,-0.080334544,-0.08004658,0.060529917,80-20
400,450,35,0.8548134,0.77447885,-0.080334544,-0.08004658,0.060529917,80-20
400,450,36,0.8737568,0.7643605,-0.10939634,-0.08004658,0.060529917,80-20
400,450,37,0.8737568,0.7643605,-0.10939634,-0.08004658,0.060529917,80-20
400,450,38,0.9439388,0.87880355,-0.06513524,-0.08004658,0.060529917,80-20
400,450,39,0.9439388,0.8788037,-0.06513512,-0.08004658,0.060529917,80-20
450,500,1,0.8744506,1.050644,0.17619342,0.43987158,0.16466208,95-5
450,500,2,0.94897515,1.404924,0.4559489,0.43987158,0.16466208,95-5
450,500,3,0.94897515,1.404924,0.4559489,0.43987158,0.16466208,95-5
450,500,4,0.78856814,1.0885701,0.30000198,0.43987158,0.16466208,95-5
450,500,5,0.78856814,1.0885701,0.30000198,0.43987158,0.16466208,95-5
450,500,6,0.5864645,0.70163095,0.115166426,0.43987158,0.16466208,95-5
450,500,7,0.5864645,0.70163095,0.115166426,0.43987158,0.16466208,95-5
450,500,8,0.61982787,1.0370487,0.41722083,0.43987158,0.16466208,95-5
450,500,9,0.61982787,1.0370487,0.41722083,0.43987158,0.16466208,95-5
450,500,10,1.2615192,1.485055,0.22353578,0.43987158,0.16466208,95-5
450,500,11,1.2615192,1.485055,0.22353578,0.43987158,0.16466208,95-5
450,500,12,0.8999704,1.3799543,0.47998393,0.43987158,0.16466208,95-5
450,500,13,0.8999704,1.3799543,0.47998393,0.43987158,0.16466208,95-5
450,500,14,0.97174907,1.4178039,0.44605482,0.43987158,0.16466208,95-5
450,500,15,0.97174907,1.4178039,0.44605482,0.43987158,0.16466208,95-5
450,500,16,0.6199221,1.0717908,0.4518687,0.43987158,0.16466208,95-5
450,500,17,0.6199221,1.0717908,0.4518687,0.43987158,0.16466208,95-5
450,500,18,0.7853855,1.0971992,0.3118137,0.43987158,0.16466208,95-5
450,500,19,0.7853855,1.0971992,0.3118137,0.43987158,0.16466208,95-5
450,500,20,0.6599661,1.1806595,0.5206934,0.43987158,0.16466208,95-5
450,500,21,0.6599661,1.1806595,0.5206934,0.43987158,0.16466208,95-5
450,500,22,0.79553705,1.399479,0.603942,0.43987158,0.16466208,95-5
450,500,23,0.79553705,1.399479,0.603942,0.43987158,0.16466208,95-5
450,500,24,0.8736107,1.3944081,0.52079743,0.43987158,0.16466208,95-5
450,500,25,0.8736107,1.3944081,0.52079743,0.43987158,0.16466208,95-5
450,500,26,0.7239282,1.1910795,0.46715128,0.43987158,0.16466208,95-5
