From_Epoch,To_Epoch,DataPoint,Prediction_Difference,Mean_Difference,Std_Difference
150,200,6,-0.16423583,-0.06600687,0.06638862
150,200,7,-0.16423583,-0.06600687,0.06638862
150,200,8,-0.10222918,-0.06600687,0.06638862
150,200,9,-0.10222918,-0.06600687,0.06638862
150,200,10,0.075796425,-0.06600687,0.06638862
150,200,11,0.075796425,-0.06600687,0.06638862
150,200,12,0.087744415,-0.06600687,0.06638862
150,200,13,0.087744415,-0.06600687,0.06638862
150,200,14,-0.12508047,-0.06600687,0.06638862
150,200,15,-0.12508047,-0.06600687,0.06638862
150,200,16,-0.05479926,-0.06600687,0.06638862
150,200,17,-0.05479926,-0.06600687,0.06638862
150,200,18,-0.047635794,-0.06600687,0.06638862
150,200,19,-0.047635794,-0.06600687,0.06638862
150,200,20,-0.07282567,-0.06600687,0.06638862
150,200,21,-0.07282567,-0.06600687,0.06638862
150,200,22,-0.053747833,-0.06600687,0.06638862
150,200,23,-0.053747833,-0.06600687,0.06638862
150,200,24,-0.036157012,-0.06600687,0.06638862
150,200,25,-0.036157012,-0.06600687,0.06638862
150,200,26,-0.058501482,-0.06600687,0.06638862
150,200,27,-0.058501482,-0.06600687,0.06638862
150,200,28,-0.011149406,-0.06600687,0.06638862
150,200,29,-0.011149406,-0.06600687,0.06638862
150,200,30,-0.14658546,-0.06600687,0.06638862
150,200,31,-0.1465854,-0.06600687,0.06638862
150,200,32,-0.14721584,-0.06600687,0.06638862
150,200,33,-0.14721602,-0.06600687,0.06638862
150,200,34,-0.06583351,-0.06600687,0.06638862
150,200,35,-0.06583351,-0.06600687,0.06638862
150,200,36,-0.05473584,-0.06600687,0.06638862
150,200,37,-0.05473584,-0.06600687,0.06638862
150,200,38,-0.14742237,-0.06600687,0.06638862
150,200,39,-0.14742231,-0.06600687,0.06638862
200,250,1,-0.04633051,0.121541105,0.060549494
200,250,2,0.24519122,0.121541105,0.060549494
200,250,3,0.24519122,0.121541105,0.060549494
200,250,4,0.07398492,0.121541105,0.060549494
200,250,5,0.07398492,0.121541105,0.060549494
200,250,6,0.057792246,0.121541105,0.060549494
200,250,7,0.057792246,0.121541105,0.060549494
200,250,8,0.094456255,0.121541105,0.060549494
200,250,9,0.094456255,0.121541105,0.060549494
200,250,10,0.17903817,0.121541105,0.060549494
200,250,11,0.17903817,0.121541105,0.060549494
200,250,12,0.0828253,0.121541105,0.060549494
200,250,13,0.0828253,0.121541105,0.060549494
200,250,14,0.21753019,0.121541105,0.060549494
200,250,15,0.21753019,0.121541105,0.060549494
200,250,16,0.079505205,0.121541105,0.060549494
200,250,17,0.079505205,0.121541105,0.060549494
200,250,18,0.11048585,0.121541105,0.060549494
200,250,19,0.11048585,0.121541105,0.060549494
200,250,20,0.10232741,0.121541105,0.060549494
200,250,21,0.10232741,0.121541105,0.060549494
200,250,22,0.08450675,0.121541105,0.060549494
200,250,23,0.08450675,0.121541105,0.060549494
200,250,24,0.14797837,0.121541105,0.060549494
200,250,25,0.14797837,0.121541105,0.060549494
200,250,26,0.09947628,0.121541105,0.060549494
200,250,27,0.09947628,0.121541105,0.060549494
200,250,28,0.20582336,0.121541105,0.060549494
200,250,29,0.20582336,0.121541105,0.060549494
200,250,30,0.13956594,0.121541105,0.060549494
200,250,31,0.13956577,0.121541105,0.060549494
200,250,32,0.12081617,0.121541105,0.060549494
200,250,33,0.12081605,0.121541105,0.060549494
200,250,34,0.061681032,0.121541105,0.060549494
200,250,35,0.061681032,0.121541105,0.060549494
200,250,36,0.099868834,0.121541105,0.060549494
200,250,37,0.099868834,0.121541105,0.060549494
200,250,38,0.19036347,0.121541105,0.060549494
200,250,39,0.19036376,0.121541105,0.060549494
250,300,1,0.2640866,0.22790435,0.069649495
250,300,2,0.2820115,0.22790435,0.069649495
250,300,3,0.2820115,0.22790435,0.069649495
250,300,4,0.29520148,0.22790435,0.069649495
250,300,5,0.29520148,0.22790435,0.069649495
250,300,6,0.08716732,0.22790435,0.069649495
250,300,7,0.08716732,0.22790435,0.069649495
250,300,8,0.12916124,0.22790435,0.069649495
250,300,9,0.12916124,0.22790435,0.069649495
250,300,10,0.19819784,0.22790435,0.069649495
250,300,11,0.19819784,0.22790435,0.069649495
250,300,12,0.20564651,0.22790435,0.069649495
250,300,13,0.20564651,0.22790435,0.069649495
250,300,14,0.35462832,0.22790435,0.069649495
250,300,15,0.35462832,0.22790435,0.069649495
250,300,16,0.16669947,0.22790435,0.069649495
250,300,17,0.16669947,0.22790435,0.069649495
250,300,18,0.23461962,0.22790435,0.069649495
250,300,19,0.23461962,0.22790435,0.069649495
250,300,20,0.23015928,0.22790435,0.069649495
250,300,21,0.23015928,0.22790435,0.069649495
250,300,22,0.17560256,0.22790435,0.069649495
250,300,23,0.17560256,0.22790435,0.069649495
250,300,24,0.28925586,0.22790435,0.069649495
250,300,25,0.28925586,0.22790435,0.069649495
250,300,26,0.18736243,0.22790435,0.069649495
250,300,27,0.18736243,0.22790435,0.069649495
250,300,28,0.25073123,0.22790435,0.069649495
250,300,29,0.25073123,0.22790435,0.069649495
250,300,30,0.28736967,0.22790435,0.069649495
250,300,31,0.28736955,0.22790435,0.069649495
250,300,32,0.28289866,0.22790435,0.069649495
250,300,33,0.28289896,0.22790435,0.069649495
250,300,34,0.10622805,0.22790435,0.069649495
250,300,35,0.10622805,0.22790435,0.069649495
250,300,36,0.24900043,0.22790435,0.069649495
250,300,37,0.24900043,0.22790435,0.069649495
250,300,38,0.30014974,0.22790435,0.069649495
250,300,39,0.30014968,0.22790435,0.069649495
300,350,1,-0.15522337,-0.27204213,0.07339632
300,350,2,-0.25262785,-0.27204213,0.07339632
300,350,3,-0.25262785,-0.27204213,0.07339632
300,350,4,-0.2377379,-0.27204213,0.07339632
300,350,5,-0.2377379,-0.27204213,0.07339632
300,350,6,-0.14396757,-0.27204213,0.07339632
300,350,7,-0.14396757,-0.27204213,0.07339632
300,350,8,-0.21938503,-0.27204213,0.07339632
300,350,9,-0.21938503,-0.27204213,0.07339632
300,350,10,-0.31416774,-0.27204213,0.07339632
300,350,11,-0.31416774,-0.27204213,0.07339632
300,350,12,-0.19187373,-0.27204213,0.07339632
300,350,13,-0.19187373,-0.27204213,0.07339632
300,350,14,-0.2754599,-0.27204213,0.07339632
300,350,15,-0.2754599,-0.27204213,0.07339632
300,350,16,-0.24261498,-0.27204213,0.07339632
300,350,17,-0.24261498,-0.27204213,0.07339632
300,350,18,-0.34619606,-0.27204213,0.07339632
300,350,19,-0.34619606,-0.27204213,0.07339632
300,350,20,-0.32916015,-0.27204213,0.07339632
300,350,21,-0.32916015,-0.27204213,0.07339632
300,350,22,-0.25132102,-0.27204213,0.07339632
300,350,23,-0.25132102,-0.27204213,0.07339632
300,350,24,-0.42855418,-0.27204213,0.07339632
300,350,25,-0.42855418,-0.27204213,0.07339632
300,350,26,-0.29254037,-0.27204213,0.07339632
300,350,27,-0.29254037,-0.27204213,0.07339632
300,350,28,-0.2345115,-0.27204213,0.07339632
300,350,29,-0.2345115,-0.27204213,0.07339632
300,350,30,-0.33657026,-0.27204213,0.07339632
300,350,31,-0.33657014,-0.27204213,0.07339632
300,350,32,-0.30052668,-0.27204213,0.07339632
300,350,33,-0.30052668,-0.27204213,0.07339632
300,350,34,-0.14050543,-0.27204213,0.07339632
300,350,35,-0.14050543,-0.27204213,0.07339632
300,350,36,-0.3396898,-0.27204213,0.07339632
300,350,37,-0.3396898,-0.27204213,0.07339632
300,350,38,-0.34979868,-0.27204213,0.07339632
300,350,39,-0.34979886,-0.27204213,0.07339632
350,400,1,-0.30467772,-0.14512475,0.14529882
350,400,2,-0.41870272,-0.14512475,0.14529882
350,400,3,-0.41870272,-0.14512475,0.14529882
350,400,4,-0.108458936,-0.14512475,0.14529882
350,400,5,-0.108458936,-0.14512475,0.14529882
350,400,6,0.021864355,-0.14512475,0.14529882
350,400,7,0.021864355,-0.14512475,0.14529882
350,400,8,-0.008079827,-0.14512475,0.14529882
350,400,9,-0.008079827,-0.14512475,0.14529882
350,400,10,-0.29301596,-0.14512475,0.14529882
350,400,11,-0.29301596,-0.14512475,0.14529882
350,400,12,-0.15251172,-0.14512475,0.14529882
350,400,13,-0.15251172,-0.14512475,0.14529882
350,400,14,-0.43003476,-0.14512475,0.14529882
350,400,15,-0.43003476,-0.14512475,0.14529882
350,400,16,-0.014188528,-0.14512475,0.14529882
350,400,17,-0.014188528,-0.14512475,0.14529882
350,400,18,-0.0335505,-0.14512475,0.14529882
350,400,19,-0.0335505,-0.14512475,0.14529882
350,400,20,-0.029200971,-0.14512475,0.14529882
350,400,21,-0.029200971,-0.14512475,0.14529882
350,400,22,-0.071109295,-0.14512475,0.14529882
350,400,23,-0.071109295,-0.14512475,0.14529882
350,400,24,-0.118820965,-0.14512475,0.14529882
350,400,25,-0.118820965,-0.14512475,0.14529882
350,400,26,-0.026385307,-0.14512475,0.14529882
350,400,27,-0.026385307,-0.14512475,0.14529882
350,400,28,-0.4137826,-0.14512475,0.14529882
350,400,29,-0.4137826,-0.14512475,0.14529882
350,400,30,-0.13633108,-0.14512475,0.14529882
350,400,31,-0.13633108,-0.14512475,0.14529882
350,400,32,-0.11103916,-0.14512475,0.14529882
350,400,33,-0.1110394,-0.14512475,0.14529882
350,400,34,-0.00824827,-0.14512475,0.14529882
350,400,35,-0.00824827,-0.14512475,0.14529882
350,400,36,-0.07106531,-0.14512475,0.14529882
350,400,37,-0.07106531,-0.14512475,0.14529882
350,400,38,-0.25493187,-0.14512475,0.14529882
350,400,39,-0.25493193,-0.14512475,0.14529882
400,450,1,0.12618268,0.14718005,0.08655687
400,450,2,0.019921005,0.14718005,0.08655687
400,450,3,0.019921005,0.14718005,0.08655687
400,450,4,-0.12842536,0.14718005,0.08655687
400,450,5,-0.12842536,0.14718005,0.08655687
400,450,6,0.15369701,0.14718005,0.08655687
400,450,7,0.15369701,0.14718005,0.08655687
400,450,8,0.13187522,0.14718005,0.08655687
400,450,9,0.13187522,0.14718005,0.08655687
400,450,10,0.28668725,0.14718005,0.08655687
400,450,11,0.28668725,0.14718005,0.08655687
400,450,12,0.119096875,0.14718005,0.08655687
400,450,13,0.119096875,0.14718005,0.08655687
400,450,14,0.22808921,0.14718005,0.08655687
400,450,15,0.22808921,0.14718005,0.08655687
400,450,16,0.12540668,0.14718005,0.08655687
400,450,17,0.12540668,0.14718005,0.08655687
400,450,18,0.1278652,0.14718005,0.08655687
400,450,19,0.1278652,0.14718005,0.08655687
400,450,20,0.1271866,0.14718005,0.08655687
400,450,21,0.1271866,0.14718005,0.08655687
400,450,22,0.17420596,0.14718005,0.08655687
400,450,23,0.17420596,0.14718005,0.08655687
400,450,24,0.16480148,0.14718005,0.08655687
400,450,25,0.16480148,0.14718005,0.08655687
400,450,26,0.13130015,0.14718005,0.08655687
400,450,27,0.13130015,0.14718005,0.08655687
400,450,28,0.2774477,0.14718005,0.08655687
400,450,29,0.2774477,0.14718005,0.08655687
400,450,30,0.17568189,0.14718005,0.08655687
400,450,31,0.17568189,0.14718005,0.08655687
400,450,32,0.17537934,0.14718005,0.08655687
400,450,33,0.17537946,0.14718005,0.08655687
400,450,34,0.14352775,0.14718005,0.08655687
400,450,35,0.14352775,0.14718005,0.08655687
400,450,36,0.1518619,0.14718005,0.08655687
400,450,37,0.1518619,0.14718005,0.08655687
400,450,38,0.2213133,0.14718005,0.08655687
400,450,39,0.2213133,0.14718005,0.08655687
450,500,1,-0.08623266,-0.062568255,0.0876309
450,500,2,0.20746225,-0.062568255,0.0876309
450,500,3,0.20746225,-0.062568255,0.0876309
450,500,4,0.110875964,-0.062568255,0.0876309
450,500,5,0.110875964,-0.062568255,0.0876309
450,500,6,-0.12930596,-0.062568255,0.0876309
450,500,7,-0.12930596,-0.062568255,0.0876309
450,500,8,-0.09915471,-0.062568255,0.0876309
450,500,9,-0.09915471,-0.062568255,0.0876309
450,500,10,-0.05551237,-0.062568255,0.0876309
450,500,11,-0.05551237,-0.062568255,0.0876309
450,500,12,-0.13519686,-0.062568255,0.0876309
450,500,13,-0.13519686,-0.062568255,0.0876309
450,500,14,0.04172194,-0.062568255,0.0876309
450,500,15,0.04172194,-0.062568255,0.0876309
450,500,16,-0.08972758,-0.062568255,0.0876309
450,500,17,-0.08972758,-0.062568255,0.0876309
450,500,18,-0.08389872,-0.062568255,0.0876309
450,500,19,-0.08389872,-0.062568255,0.0876309
450,500,20,-0.08063245,-0.062568255,0.0876309
450,500,21,-0.08063245,-0.062568255,0.0876309
450,500,22,-0.12369627,-0.062568255,0.0876309
450,500,23,-0.12369627,-0.062568255,0.0876309
450,500,24,-0.04961151,-0.062568255,0.0876309
450,500,25,-0.04961151,-0.062568255,0.0876309
450,500,26,-0.08964878,-0.062568255,0.0876309
450,500,27,-0.08964878,-0.062568255,0.0876309
450,500,28,-0.03721714,-0.062568255,0.0876309
450,500,29,-0.03721714,-0.062568255,0.0876309
450,500,30,-0.10275835,-0.062568255,0.0876309
450,500,31,-0.10275817,-0.062568255,0.0876309
450,500,32,-0.15385246,-0.062568255,0.0876309
450,500,33,-0.1538524,-0.062568255,0.0876309
450,500,34,-0.14412552,-0.062568255,0.0876309
450,500,35,-0.14412552,-0.062568255,0.0876309
450,500,36,-0.09488553,-0.062568255,0.0876309
450,500,37,-0.09488553,-0.062568255,0.0876309
450,500,38,-0.06780058,-0.062568255,0.0876309
450,500,39,-0.0678007,-0.062568255,0.0876309
