From_Epoch,To_Epoch,DataPoint,Previous_Prediction_kW,Current_Prediction_kW,Prediction_Difference_kW,Mean_Difference_kW,Std_Difference_kW,Trained_On
100,150,123,0.6652192,0.716932,0.05171281,0.049386855,0.048767943,80-20
100,150,124,0.6652192,0.716932,0.05171281,0.049386855,0.048767943,80-20
100,150,125,0.70134056,0.70507437,0.0037338138,0.049386855,0.048767943,80-20
100,150,126,0.70134056,0.70507437,0.0037338138,0.049386855,0.048767943,80-20
100,150,127,1.040682,1.0894693,0.048787355,0.049386855,0.048767943,80-20
100,150,128,1.040682,1.0894693,0.048787355,0.049386855,0.048767943,80-20
100,150,129,0.92428493,1.0626549,0.13836992,0.049386855,0.048767943,80-20
100,150,130,0.92428493,1.0626549,0.13836992,0.049386855,0.048767943,80-20
100,150,131,0.7968568,0.9769353,0.1800785,0.049386855,0.048767943,80-20
100,150,132,0.7968568,0.9769353,0.1800785,0.049386855,0.048767943,80-20
100,150,133,0.703852,0.7284696,0.024617612,0.049386855,0.048767943,80-20
100,150,134,0.703852,0.7284696,0.024617612,0.049386855,0.048767943,80-20
100,150,135,0.75198346,0.7743521,0.02236861,0.049386855,0.048767943,80-20
100,150,136,0.75198346,0.7743521,0.02236861,0.049386855,0.048767943,80-20
100,150,137,0.70919955,0.71474516,0.005545616,0.049386855,0.048767943,80-20
100,150,138,0.70919955,0.71474516,0.005545616,0.049386855,0.048767943,80-20
100,150,139,0.84031457,0.8268026,-0.013511956,0.049386855,0.048767943,80-20
100,150,140,0.84031457,0.8268026,-0.013511956,0.049386855,0.048767943,80-20
100,150,141,0.84513277,0.8421099,-0.0030228496,0.049386855,0.048767943,80-20
100,150,142,0.84513277,0.8421099,-0.0030228496,0.049386855,0.048767943,80-20
100,150,143,0.7439898,0.74500304,0.0010132194,0.049386855,0.048767943,80-20
100,150,144,0.7439898,0.74500304,0.0010132194,0.049386855,0.048767943,80-20
100,150,145,0.97526443,0.9358159,-0.03944856,0.049386855,0.048767943,80-20
