Epochs,MSE,Error_Rate_%
50,0.2058480679988861,36.711877483671834
100,0.181386798620224,34.70981970557519
150,0.25347012281417847,36.47178995866233
200,0.2272009253501892,37.42493818746832
250,0.22539591789245605,35.49695119839952
300,0.24011003971099854,36.392448764241855
350,0.23017755150794983,37.71046693076382
400,0.2153213620185852,35.02228907147876
450,0.21482786536216736,38.341333922037464
500,0.1838972568511963,37.05430757934055
