Epoch,DataPoint,Actual_kW,Predicted_kW,Error_kW,MSE,Error_Rate_%,Trained_On
50,1,0.4969658684349359,0.62884367,0.13187779668804994,0.13240495324134827,31.563400205444196,80-20
50,2,0.5594414451867578,0.62884367,0.06940221993622808,0.13240495324134827,31.563400205444196,80-20
50,3,0.5297297747038974,0.61679035,0.0870605795479642,0.13240495324134827,31.563400205444196,80-20
50,4,0.5425619971001221,0.61679035,0.07422835715173948,0.13240495324134827,31.563400205444196,80-20
50,5,0.19033167963742367,0.60431516,0.4139834820675934,0.13240495324134827,31.563400205444196,80-20
50,6,0.6144901732295484,0.60431516,-0.010175011524531263,0.13240495324134827,31.563400205444196,80-20
50,7,0.2875572588484663,0.65401465,0.36645738815852225,0.13240495324134827,31.563400205444196,80-20
50,8,0.5853400274725274,0.65401465,0.06867461953446108,0.13240495324134827,31.563400205444196,80-20
50,9,0.2287404395570179,0.6263978,0.3976573489676098,0.13240495324134827,31.563400205444196,80-20
50,10,0.5688626728479852,0.6263978,0.05753511567664249,0.13240495324134827,31.563400205444196,80-20
50,11,0.16093513863233108,0.65016925,0.4892341147169731,0.13240495324134827,31.563400205444196,80-20
50,12,0.5506321050130425,0.65016925,0.0995371483362617,0.13240495324134827,31.563400205444196,80-20
50,13,1.5835442956348216,0.6578889,-0.9256554063220774,0.13240495324134827,31.563400205444196,80-20
50,14,0.5416536775030526,0.6578889,0.11623521180969154,0.13240495324134827,31.563400205444196,80-20
50,15,0.8386826278235654,0.6398816,-0.19880101695320407,0.13240495324134827,31.563400205444196,80-20
50,16,0.7546116738469864,0.6398816,-0.11473006297662502,0.13240495324134827,31.563400205444196,80-20
50,17,0.5641927430541668,0.7618639,0.1976711442558613,0.13240495324134827,31.563400205444196,80-20
50,18,0.5981714308608057,0.7618639,0.16369245644922237,0.13240495324134827,31.563400205444196,80-20
50,19,0.47619803677979206,0.6720605,0.19586245287474896,0.13240495324134827,31.563400205444196,80-20
50,20,0.6474670384014133,0.6720605,0.02459345125312773,0.13240495324134827,31.563400205444196,80-20
50,21,0.3809486325728596,0.65828866,0.2773400250923931,0.13240495324134827,31.563400205444196,80-20
50,22,0.5422633800458799,0.65828866,0.11602527761937276,0.13240495324134827,31.563400205444196,80-20
50,23,0.2823498495483771,0.6417205,0.3593706242179498,0.13240495324134827,31.563400205444196,80-20
50,24,0.5049568655881156,0.6417205,0.13676360817821132,0.13240495324134827,31.563400205444196,80-20
50,25,0.4071613846761267,0.6246844,0.21752300872978758,0.13240495324134827,31.563400205444196,80-20
50,26,0.5546413328107079,0.6246844,0.07004306059520637,0.13240495324134827,31.563400205444196,80-20
50,27,0.48124584189871006,0.65212893,0.17088309296151943,0.13240495324134827,31.563400205444196,80-20
50,28,0.4990493372946499,0.65212893,0.1530795975655796,0.13240495324134827,31.563400205444196,80-20
50,29,0.5015714262933239,0.61826307,0.11669163952164807,0.13240495324134827,31.563400205444196,80-20
50,30,0.5185776198107448,0.61826307,0.09968544600422713,0.13240495324134827,31.563400205444196,80-20
50,31,0.6279465916722167,0.6094517,-0.018494880494390742,0.13240495324134827,31.563400205444196,80-20
50,32,0.5241586238298737,0.6094517,0.08529308734795227,0.13240495324134827,31.563400205444196,80-20
50,33,0.3525832244367942,0.7035131,0.3509298614053384,0.13240495324134827,31.563400205444196,80-20
50,34,0.5536192926055424,0.7035131,0.14989379323659013,0.13240495324134827,31.563400205444196,80-20
50,35,0.4491866431608728,0.6790052,0.2298185624703833,0.13240495324134827,31.563400205444196,80-20
50,36,0.7435289994264994,0.6790052,-0.06452379379524331,0.13240495324134827,31.563400205444196,80-20
50,37,0.3581269389273341,0.6862788,0.3281518811105077,0.13240495324134827,31.563400205444196,80-20
50,38,0.5231885668151294,0.6862788,0.16309025322271242,0.13240495324134827,31.563400205444196,80-20
50,39,0.5559640745596995,0.6531975,0.09723345237206316,0.13240495324134827,31.563400205444196,80-20
50,40,0.563550872113997,0.6531975,0.08964665481776568,0.13240495324134827,31.563400205444196,80-20
50,41,0.4321183640680906,0.64211625,0.20999788453954488,0.13240495324134827,31.563400205444196,80-20
50,42,0.5905795451886077,0.64211625,0.05153670341902783,0.13240495324134827,31.563400205444196,80-20
50,43,0.5483962306906057,0.61495143,0.0665552010606455,0.13240495324134827,31.563400205444196,80-20
50,44,0.5696616244056869,0.61495143,0.045289807345564315,0.13240495324134827,31.563400205444196,80-20
50,45,0.5857294621580762,0.6119247,0.026195245731480687,0.13240495324134827,31.563400205444196,80-20
50,46,0.6534723557461056,0.6119247,-0.04154764785654874,0.13240495324134827,31.563400205444196,80-20
50,47,1.4244484579078327,0.5901778,-0.8342706834785114,0.13240495324134827,31.563400205444196,80-20
50,48,0.9299157872104746,0.5901778,-0.33973801278115334,0.13240495324134827,31.563400205444196,80-20
50,49,0.8957785630804382,0.58172894,-0.314049627838739,0.13240495324134827,31.563400205444196,80-20
50,50,0.7485650584253708,0.58172894,-0.16683612318367158,0.13240495324134827,31.563400205444196,80-20
50,51,0.5701267226292227,0.68503445,0.11490773123964326,0.13240495324134827,31.563400205444196,80-20
50,52,0.563992680502368,0.68503445,0.12104177336649802,0.13240495324134827,31.563400205444196,80-20
50,53,1.163803774454712,0.6422696,-0.5215341630960695,0.13240495324134827,31.563400205444196,80-20
50,54,1.3065542632252007,0.6422696,-0.6642846518665582,0.13240495324134827,31.563400205444196,80-20
50,55,0.6649859199943575,0.67325145,0.008265530067440574,0.13240495324134827,31.563400205444196,80-20
50,56,0.5949126136363635,0.67325145,0.0783388364254346,0.13240495324134827,31.563400205444196,80-20
50,57,0.6405185533448033,0.6445528,0.004034273536605348,0.13240495324134827,31.563400205444196,80-20
50,58,0.5629560182063307,0.6445528,0.08159680867507801,0.13240495324134827,31.563400205444196,80-20
50,59,0.7221897253672254,0.8543848,0.13219505456288938,0.13240495324134827,31.563400205444196,80-20
50,60,0.6179491828310578,0.8543848,0.23643559709905693,0.13240495324134827,31.563400205444196,80-20
50,61,1.1587687974062975,0.6228506,-0.5359182005015428,0.13240495324134827,31.563400205444196,80-20
50,62,0.7438874858127982,0.6228506,-0.12103688890804354,0.13240495324134827,31.563400205444196,80-20
50,63,0.4422191408822659,0.602963,0.1607438298513767,0.13240495324134827,31.563400205444196,80-20
50,64,0.5539167101070226,0.602963,0.049046260626619986,0.13240495324134827,31.563400205444196,80-20
50,65,0.6478326285866911,0.63387257,-0.013960059979360784,0.13240495324134827,31.563400205444196,80-20
50,66,0.6265198313492062,0.63387257,0.007352737258124131,0.13240495324134827,31.563400205444196,80-20
50,67,0.5287929052196413,0.6381731,0.10938019811287825,0.13240495324134827,31.563400205444196,80-20
50,68,0.6490537536768787,0.6381731,-0.010880650344359144,0.13240495324134827,31.563400205444196,80-20
50,69,0.5699609905372405,0.6591181,0.08915712536470655,0.13240495324134827,31.563400205444196,80-20
50,70,0.6177326648351648,0.6591181,0.041385451066782264,0.13240495324134827,31.563400205444196,80-20
50,71,0.7960028937728939,0.7399374,-0.0560654691131649,0.13240495324134827,31.563400205444196,80-20
50,72,0.5431597844169719,0.7399374,0.19677764024275712,0.13240495324134827,31.563400205444196,80-20
